jpeg-large,png-small,psd-large,psd-small,svg-small,psd-medium,png-medium,png-large,svg-medium,jpeg-medium,jpeg-small,svg-large
0,0,0,0.78,0.74,0.69,0.45,0.38,0.7,0.45,0.37,0.3,0.37
