deepfield.tar,artificl.tar,fannie_mae_500k.tar,silesia.tar,uiq2-8.bin,ambivert.wav.tar,large.tar,enwik8.tar,uiq-32.bin,misc.tar,uiq2-16.bin,uiq2-4.bin,vmlinux-5.10.tar
0,0,0,0.69,0.65,0.7,0.75,0.75,0.74,0.76,0.78,0.76,0.75,0.77
