jpeg-small,svg-small,jpeg-medium,svg-medium,psd-medium,svg-large,png-small,png-medium,psd-small,png-large,jpeg-large,psd-large
0,0,0,0.45,0.37,0.36,0.51,0.27,0.43,0.35,0.42,0.3,0.55
