uiq2-8.bin,fannie_mae_500k.tar,uiq2-4.bin,large.tar,ambivert.wav.tar,uiq2-16.bin,artificl.tar,enwik8.tar,deepfield.tar,uiq-32.bin,misc.tar,vmlinux-5.10.tar,silesia.tar
0,0,0,0.78,0.63,0.52,0.43,0.59,0.57,0.39,0.5,0.63,0.56,0.71
