deepfield.tar,uiq2-8.bin,enwik8.tar,artificl.tar,fannie_mae_500k.tar,large.tar,misc.tar,silesia.tar,ambivert.wav.tar,vmlinux-5.10.tar,uiq2-16.bin,uiq2-4.bin,uiq-32.bin
0,0,0,0.94,0.94,0.91,0.89,0.89,0.88,0.87,0.87,0.86,0.86,0.86
