misc.tar,enwik8.tar,large.tar,fannie_mae_500k.tar,uiq2-4.bin,artificl.tar,uiq2-8.bin,vmlinux-5.10.tar,deepfield.tar,uiq2-16.bin,uiq-32.bin,silesia.tar,ambivert.wav.tar
0,0,0,0.82,0.87,0.87,0.86,0.84,0.84,0.84,0.84,0.83,0.84,0.84
