png-small,jpeg-small,svg-small,jpeg-large,psd-small,psd-large,psd-medium,jpeg-medium,png-medium,svg-large,png-large,svg-medium
0,0,0,0.68,0.77,0.6,0.49,0.51,0.41,0.46,0.46,0.53,0.51
