deepfield.tar,uiq2-16.bin,misc.tar,large.tar,ambivert.wav.tar,fannie_mae_500k.tar,artificl.tar,uiq2-8.bin,vmlinux-5.10.tar,enwik8.tar,uiq-32.bin,uiq2-4.bin,silesia.tar
0,0,0,0.84,0.81,0.81,0.65,0.73,0.81,0.8,0.8,0.76,0.72,0.71
