silesia.tar,misc.tar,uiq2-8.bin,uiq2-16.bin,uiq-32.bin,deepfield.tar,enwik8.tar,large.tar,vmlinux-5.10.tar,artificl.tar,fannie_mae_500k.tar,uiq2-4.bin,ambivert.wav.tar
0,0,0,0.58,0.62,0.72,0.77,0.79,0.78,0.8,0.8,0.77,0.73,0.73
