psd-large,svg-small,svg-medium,jpeg-medium,png-large,jpeg-small,jpeg-large,psd-small,svg-large,psd-medium,png-medium,png-small
0,0,0,0.59,0.74,0.43,0.46,0.53,0.42,0.44,0.48,0.44,0.59
