uiq2-4.bin,deepfield.tar,artificl.tar,enwik8.tar,uiq-32.bin,large.tar,misc.tar,vmlinux-5.10.tar,uiq2-8.bin,uiq2-16.bin,ambivert.wav.tar,silesia.tar,fannie_mae_500k.tar
0,0,0,0.86,0.85,0.83,0.84,0.84,0.84,0.84,0.84,0.83,0.83,0.82
