psd-small,svg-medium,jpeg-large,psd-medium,svg-small,png-large,jpeg-small,jpeg-medium,psd-large,svg-large,png-medium,png-small
0,0,0,0.51,0.3,0.36,0.23,0.24,0.37,0.27,0.35,0.39,0.29
