jpeg-medium,psd-large,psd-small,svg-medium,psd-medium,jpeg-large,jpeg-small,png-medium,svg-large,svg-small,png-small,png-large
0,0,0,0.96,0.85,0.77,0.77,0.75,0.72,0.72,0.71,0.71,0.69
