psd-large,svg-large,svg-small,png-large,psd-medium,jpeg-large,png-small,jpeg-medium,png-medium,jpeg-small,svg-medium,psd-small
0,0,0,0.53,0.52,0.62,0.65,0.67,0.68,0.69,0.68,0.67,0.64
