jpeg-small,jpeg-medium,jpeg-large,psd-medium,svg-medium,svg-small,png-small,svg-large,psd-large,png-medium,psd-small,png-large
0,0,0,0.62,0.71,0.76,0.75,0.71,0.7,0.69,0.69,0.68,0.68
