psd-large,png-small,svg-medium,jpeg-medium,svg-large,png-medium,png-large,jpeg-large,svg-small,psd-medium,psd-small,jpeg-small
0,0,0,0.56,0.62,0.6,0.58,0.57,0.57,0.6,0.61,0.61,0.61
