png-small,png-large,psd-small,svg-large,png-medium,svg-small,jpeg-medium,svg-medium,jpeg-large,jpeg-small,psd-large,psd-medium
0,0,0,0.78,0.75,0.71,0.69,0.68,0.69,0.7,0.71,0.7,0.7
