psd-large,psd-medium,jpeg-medium,svg-medium,svg-small,jpeg-large,png-medium,svg-large,jpeg-small,png-small,psd-small,png-large
0,0,0,0.84,0.87,0.8,0.72,0.62,0.51,0.57,0.58,0.6,0.62
