png-medium,psd-medium,png-small,svg-large,psd-large,jpeg-medium,svg-small,psd-small,svg-medium,jpeg-small,png-large,jpeg-large
0,0,0,0.8,0.72,0.65,0.64,0.67,0.68,0.67,0.67,0.66,0.67
