uiq2-8.bin,enwik8.tar,ambivert.wav.tar,large.tar,silesia.tar,uiq2-4.bin,uiq2-16.bin,artificl.tar,misc.tar,uiq-32.bin,fannie_mae_500k.tar,deepfield.tar,vmlinux-5.10.tar
0,0,0,0.89,0.79,0.76,0.76,0.75,0.76,0.73,0.71,0.71,0.7,0.69
