uiq2-4.bin,large.tar,uiq2-16.bin,uiq2-8.bin,vmlinux-5.10.tar,misc.tar,ambivert.wav.tar,artificl.tar,fannie_mae_500k.tar,deepfield.tar,enwik8.tar,uiq-32.bin,silesia.tar
0,0,0,0.83,0.84,0.83,0.82,0.81,0.81,0.8,0.79,0.79,0.79,0.8
