artificl.tar,silesia.tar,uiq2-16.bin,deepfield.tar,uiq2-4.bin,fannie_mae_500k.tar,vmlinux-5.10.tar,ambivert.wav.tar,misc.tar,enwik8.tar,uiq2-8.bin,large.tar,uiq-32.bin
0,0,0,0.56,0.64,0.38,0.55,0.33,0.46,0.37,0.46,0.5,0.42,0.59
