psd-large,jpeg-large,svg-small,jpeg-small,png-medium,svg-large,psd-small,svg-medium,png-large,psd-medium,jpeg-medium,png-small
0,0,0,0.64,0.66,0.64,0.65,0.63,0.62,0.64,0.65,0.68,0.69
