fannie_mae_500k.tar,large.tar,uiq2-4.bin,artificl.tar,ambivert.wav.tar,uiq2-16.bin,uiq-32.bin,silesia.tar,vmlinux-5.10.tar,deepfield.tar,enwik8.tar,misc.tar,uiq2-8.bin
0,0,0,0.89,0.87,0.85,0.84,0.83,0.83,0.82,0.82,0.81,0.81,0.8
