enwik8.tar,uiq2-16.bin,large.tar,ambivert.wav.tar,uiq2-8.bin,vmlinux-5.10.tar,misc.tar,uiq2-4.bin,deepfield.tar,uiq-32.bin,artificl.tar,silesia.tar,fannie_mae_500k.tar
0,0,0,0.93,0.91,0.84,0.82,0.82,0.78,0.76,0.76,0.75,0.71,0.68
