silesia.tar,uiq-32.bin,large.tar,artificl.tar,uiq2-4.bin,uiq2-16.bin,vmlinux-5.10.tar,misc.tar,ambivert.wav.tar,uiq2-8.bin,deepfield.tar,fannie_mae_500k.tar,enwik8.tar
0,0,0,0.93,0.91,0.81,0.77,0.69,0.6,0.58,0.63,0.6,0.49,0.58
