png-medium,svg-medium,svg-small,psd-large,png-small,jpeg-large,jpeg-medium,psd-small,jpeg-small,svg-large,png-large,psd-medium
0,0,0,0.6,0.63,0.6,0.59,0.52,0.44,0.45,0.43,0.42,0.38
