fannie_mae_500k.tar,vmlinux-5.10.tar,enwik8.tar,ambivert.wav.tar,deepfield.tar,uiq2-16.bin,large.tar,silesia.tar,uiq2-8.bin,artificl.tar,uiq2-4.bin,uiq-32.bin,misc.tar
0,0,0,0.96,0.92,0.9,0.88,0.87,0.86,0.86,0.86,0.84,0.83,0.83
