ambivert.wav.tar,fannie_mae_500k.tar,uiq2-8.bin,uiq-32.bin,deepfield.tar,vmlinux-5.10.tar,large.tar,uiq2-4.bin,enwik8.tar,misc.tar,silesia.tar,artificl.tar,uiq2-16.bin
0,0,0,0.69,0.72,0.79,0.77,0.79,0.79,0.81,0.83,0.82,0.81,0.79
