vmlinux-5.10.tar,artificl.tar,ambivert.wav.tar,uiq-32.bin,large.tar,uiq2-4.bin,misc.tar,enwik8.tar,silesia.tar,uiq2-8.bin,fannie_mae_500k.tar,uiq2-16.bin,deepfield.tar
0,0,0,0.83,0.81,0.79,0.8,0.82,0.83,0.83,0.82,0.81,0.81,0.81
