uiq2-4.bin,fannie_mae_500k.tar,deepfield.tar,misc.tar,ambivert.wav.tar,uiq2-8.bin,enwik8.tar,vmlinux-5.10.tar,large.tar,uiq2-16.bin,uiq-32.bin,artificl.tar,silesia.tar
0,0,0,0.8,0.78,0.76,0.72,0.7,0.73,0.74,0.75,0.76,0.78,0.76
