uiq2-16.bin,artificl.tar,deepfield.tar,misc.tar,uiq-32.bin,fannie_mae_500k.tar,ambivert.wav.tar,vmlinux-5.10.tar,uiq2-8.bin,large.tar,silesia.tar,uiq2-4.bin,enwik8.tar
0,0,0,0.47,0.27,0.32,0.29,0.24,0.36,0.41,0.36,0.34,0.25,0.35
