large.tar,uiq2-8.bin,artificl.tar,ambivert.wav.tar,misc.tar,silesia.tar,uiq2-4.bin,uiq2-16.bin,enwik8.tar,vmlinux-5.10.tar,deepfield.tar,uiq-32.bin,fannie_mae_500k.tar
0,0,0,0.93,0.86,0.85,0.84,0.82,0.83,0.83,0.83,0.83,0.83,0.83
