artificl.tar,silesia.tar,uiq2-16.bin,deepfield.tar,uiq2-4.bin,fannie_mae_500k.tar,vmlinux-5.10.tar,ambivert.wav.tar,misc.tar,enwik8.tar,uiq2-8.bin,large.tar,uiq-32.bin
0,0,0,0.69,0.77,0.74,0.71,0.7,0.71,0.71,0.66,0.67,0.69,0.71
