svg-small,jpeg-small,psd-large,jpeg-large,png-medium,psd-medium,psd-small,svg-large,svg-medium,jpeg-medium,png-small,png-large
0,0,0,0.84,0.73,0.78,0.78,0.74,0.72,0.71,0.71,0.7,0.7
