uiq-32.bin,deepfield.tar,enwik8.tar,misc.tar,artificl.tar,silesia.tar,vmlinux-5.10.tar,ambivert.wav.tar,uiq2-8.bin,fannie_mae_500k.tar,uiq2-4.bin,large.tar,uiq2-16.bin
0,0,0,0.67,0.72,0.72,0.69,0.68,0.72,0.74,0.75,0.75,0.76,0.78
