artificl.tar,uiq2-8.bin,uiq2-16.bin,vmlinux-5.10.tar,ambivert.wav.tar,fannie_mae_500k.tar,deepfield.tar,misc.tar,large.tar,silesia.tar,enwik8.tar,uiq-32.bin,uiq2-4.bin
0,0,0,0.47,0.41,0.36,0.37,0.26,0.31,0.3,0.27,0.25,0.26,0.27
