png-medium,jpeg-medium,png-small,psd-small,svg-small,jpeg-large,png-large,svg-medium,svg-large,psd-medium,jpeg-small,psd-large
0,0,0,0.85,0.77,0.73,0.7,0.69,0.73,0.71,0.71,0.7,0.69
