enwik8.tar,artificl.tar,deepfield.tar,silesia.tar,uiq-32.bin,large.tar,ambivert.wav.tar,uiq2-8.bin,fannie_mae_500k.tar,uiq2-4.bin,vmlinux-5.10.tar,misc.tar,uiq2-16.bin
0,0,0,0.49,0.51,0.58,0.63,0.67,0.67,0.67,0.67,0.66,0.67,0.67
