uiq2-16.bin,fannie_mae_500k.tar,ambivert.wav.tar,uiq2-4.bin,artificl.tar,large.tar,uiq2-8.bin,silesia.tar,uiq-32.bin,deepfield.tar,vmlinux-5.10.tar,enwik8.tar,misc.tar
0,0,0,0.65,0.67,0.49,0.56,0.51,0.3,0.53,0.45,0.45,0.41,0.5
