svg-large,psd-small,psd-large,png-medium,png-large,svg-medium,jpeg-medium,png-small,jpeg-large,svg-small,jpeg-small,psd-medium
0,0,0,0.64,0.68,0.71,0.73,0.73,0.7,0.71,0.72,0.74,0.73
