png-medium,psd-small,psd-medium,svg-medium,jpeg-large,jpeg-small,png-small,svg-small,png-large,svg-large,jpeg-medium,psd-large
0,0,0,0.78,0.74,0.71,0.67,0.64,0.66,0.56,0.54,0.44,0.52
