enwik8.tar,uiq2-16.bin,fannie_mae_500k.tar,silesia.tar,deepfield.tar,artificl.tar,large.tar,ambivert.wav.tar,vmlinux-5.10.tar,uiq-32.bin,uiq2-4.bin,uiq2-8.bin,misc.tar
0,0,0,0.96,0.91,0.9,0.89,0.8,0.72,0.66,0.62,0.66,0.67,0.56
