enwik8.tar,large.tar,uiq2-4.bin,ambivert.wav.tar,artificl.tar,fannie_mae_500k.tar,vmlinux-5.10.tar,uiq2-8.bin,deepfield.tar,uiq-32.bin,misc.tar,uiq2-16.bin,silesia.tar
0,0,0,0.96,0.94,0.91,0.84,0.8,0.82,0.81,0.8,0.79,0.77,0.75
