jpeg-large,png-small,psd-large,psd-small,svg-small,psd-medium,png-medium,png-large,svg-medium,jpeg-medium,jpeg-small,svg-large
0,0,0,0.76,0.63,0.67,0.67,0.61,0.62,0.64,0.65,0.63,0.62
