png-small,jpeg-large,jpeg-medium,png-medium,svg-medium,png-large,jpeg-small,svg-small,psd-small,svg-large,psd-large,psd-medium
0,0,0,0.84,0.89,0.89,0.83,0.82,0.81,0.8,0.78,0.76,0.74
