svg-large,psd-large,png-small,png-medium,png-large,jpeg-large,psd-medium,svg-small,jpeg-small,svg-medium,jpeg-medium,psd-small
0,0,0,0.44,0.62,0.68,0.72,0.73,0.73,0.73,0.72,0.71,0.7
