enwik8.tar,vmlinux-5.10.tar,fannie_mae_500k.tar,artificl.tar,uiq-32.bin,misc.tar,ambivert.wav.tar,uiq2-8.bin,uiq2-16.bin,large.tar,deepfield.tar,silesia.tar,uiq2-4.bin
0,0,0,0.89,0.85,0.77,0.73,0.74,0.7,0.69,0.66,0.62,0.59,0.53
