jpeg-medium,svg-medium,png-medium,jpeg-large,png-small,svg-small,png-large,psd-medium,svg-large,psd-small,psd-large,jpeg-small
0,0,0,0.75,0.43,0.79,0.57,0.56,0.46,0.57,0.43,0.44,0.38
