deepfield.tar,uiq2-4.bin,artificl.tar,uiq2-8.bin,ambivert.wav.tar,uiq2-16.bin,enwik8.tar,silesia.tar,large.tar,vmlinux-5.10.tar,misc.tar,fannie_mae_500k.tar,uiq-32.bin
0,0,0,0.8,0.75,0.72,0.73,0.72,0.76,0.78,0.79,0.79,0.77,0.74
