psd-large,png-medium,svg-large,png-large,svg-medium,svg-small,psd-small,jpeg-medium,jpeg-large,psd-medium,jpeg-small,png-small
0,0,0,0.44,0.46,0.53,0.56,0.53,0.53,0.53,0.57,0.61,0.62
