ambivert.wav.tar,silesia.tar,uiq-32.bin,artificl.tar,uiq2-16.bin,vmlinux-5.10.tar,uiq2-8.bin,misc.tar,fannie_mae_500k.tar,large.tar,enwik8.tar,deepfield.tar,uiq2-4.bin
0,0,0,0.87,0.89,0.83,0.82,0.83,0.83,0.84,0.84,0.85,0.84,0.84
