png-small,psd-small,png-large,jpeg-medium,svg-large,jpeg-large,png-medium,jpeg-small,psd-medium,psd-large,svg-medium,svg-small
0,0,0,0.87,0.76,0.73,0.67,0.66,0.68,0.66,0.65,0.67,0.68
