jpeg-small,png-small,svg-small,png-large,psd-large,jpeg-medium,jpeg-large,svg-large,png-medium,svg-medium,psd-medium,psd-small
0,0,0,0.62,0.58,0.54,0.63,0.65,0.68,0.66,0.64,0.64,0.65
