png-medium,jpeg-large,png-small,svg-medium,jpeg-small,jpeg-medium,psd-large,psd-small,png-large,svg-small,psd-medium,svg-large
0,0,0,0.83,0.77,0.72,0.69,0.65,0.67,0.65,0.64,0.63,0.62
