uiq2-4.bin,enwik8.tar,fannie_mae_500k.tar,misc.tar,uiq-32.bin,uiq2-16.bin,artificl.tar,ambivert.wav.tar,silesia.tar,large.tar,vmlinux-5.10.tar,uiq2-8.bin,deepfield.tar
0,0,0,0.98,0.88,0.72,0.69,0.73,0.71,0.71,0.72,0.75,0.76,0.77
