svg-large,psd-large,png-small,png-medium,png-large,jpeg-large,psd-medium,svg-small,jpeg-small,svg-medium,jpeg-medium,psd-small
0,0,0,0.6,0.65,0.68,0.69,0.74,0.77,0.77,0.75,0.73,0.71
