deepfield.tar,artificl.tar,fannie_mae_500k.tar,silesia.tar,uiq2-8.bin,ambivert.wav.tar,large.tar,enwik8.tar,uiq-32.bin,misc.tar,uiq2-16.bin,uiq2-4.bin,vmlinux-5.10.tar
0,0,0,0.56,0.36,0.29,0.23,0.49,0.5,0.32,0.31,0.23,0.31,0.36
