psd-large,svg-medium,png-small,jpeg-large,psd-medium,jpeg-small,png-large,jpeg-medium,svg-small,psd-small,svg-large,png-medium
0,0,0,0.49,0.58,0.48,0.4,0.39,0.45,0.51,0.39,0.37,0.31
