silesia.tar,uiq2-16.bin,enwik8.tar,uiq-32.bin,deepfield.tar,uiq2-4.bin,large.tar,vmlinux-5.10.tar,ambivert.wav.tar,misc.tar,artificl.tar,uiq2-8.bin,fannie_mae_500k.tar
0,0,0,0.91,0.91,0.92,0.9,0.88,0.89,0.87,0.86,0.82,0.78,0.76
