uiq2-4.bin,uiq2-16.bin,misc.tar,artificl.tar,uiq2-8.bin,uiq-32.bin,silesia.tar,vmlinux-5.10.tar,ambivert.wav.tar,large.tar,fannie_mae_500k.tar,deepfield.tar,enwik8.tar
0,0,0,0.82,0.73,0.66,0.51,0.49,0.56,0.56,0.43,0.52,0.46,0.47
