vmlinux-5.10.tar,misc.tar,artificl.tar,uiq2-4.bin,uiq2-8.bin,fannie_mae_500k.tar,enwik8.tar,uiq-32.bin,ambivert.wav.tar,large.tar,deepfield.tar,uiq2-16.bin,silesia.tar
0,0,0,0.79,0.84,0.77,0.61,0.75,0.67,0.67,0.71,0.59,0.71,0.75
