psd-small,svg-large,psd-medium,svg-medium,jpeg-small,png-small,jpeg-medium,png-large,png-medium,psd-large,jpeg-large,svg-small
0,0,0,0.39,0.43,0.33,0.3,0.34,0.25,0.25,0.36,0.31,0.28
