enwik8.tar,misc.tar,fannie_mae_500k.tar,uiq2-8.bin,deepfield.tar,large.tar,vmlinux-5.10.tar,uiq2-4.bin,silesia.tar,artificl.tar,ambivert.wav.tar,uiq-32.bin,uiq2-16.bin
0,0,0,0.82,0.73,0.76,0.78,0.79,0.8,0.8,0.81,0.81,0.79,0.79
